Table S11. CCM.,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,icfA,ccmKLMNO,bicA,cmpABCD,ndhF3-D3-chpY,ndhF4D4-chpX,sbtA,rbcLS,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._EQPAC1,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|3|A1B1C0D1,0|3|1|D1F0Y0,0|3|1|D0F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._GP2,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._LG,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9107,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9116,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9123,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9201,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|1|D0F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9215,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9302,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|2|D2F0Y0,0|3|1|D0F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9311,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|3|D2F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9313,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9314,M,0,N,0|s,0|5|0|K0L0M0N0O0,2|s,0|4|3|A1B1C0D1,0|3|1|D1F0Y0,0|3|2|D1F1X0,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
