Table S17. Sugar utilization.,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,rfbAB,ehiEFG,aglEFGK,malKFGE,lamB,ybfM,ngcEFG,acs,nagA,nagB
Prochlorococcus_marinus_str._EQPAC1,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._GP2,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._LG,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_marinus_str._MIT_9107,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9116,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9123,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9201,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9215,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9302,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9311,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9313,M,0,N,1|2|2|A1B1,1|3|3|E1F1G1,0|4|1|E0F0G0K1,1|4|4|E1F1G1K1,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,1|s
Prochlorococcus_marinus_str._MIT_9314,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9321,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9322,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._MIT_9401,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._PAC1,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_marinus_str._SB,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_marinus_str._SS2,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_marinus_str._SS35,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_marinus_str._SS51,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_sp._MIT_0601,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_sp._MIT_0602,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_sp._MIT_0603,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_sp._MIT_0604,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,0|s,0|s
Prochlorococcus_sp._MIT_0701,M,0,N,0|2|2|A0B2,1|3|3|E1F1G1,0|4|0|E0F0G0K0,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,1|s
Prochlorococcus_sp._MIT_0702,M,0,N,0|2|2|A0B2,1|3|3|E1F1G1,0|4|0|E0F0G0K0,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,1|s
Prochlorococcus_sp._MIT_0703,M,0,N,0|2|2|A0B2,1|3|3|E1F1G1,0|4|0|E0F0G0K0,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,1|s
Prochlorococcus_sp._MIT_0801,M,0,N,0|2|1|A0B1,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
Prochlorococcus_sp._SS52,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,1|s,1|s,0|s
